nomor_memo_dinas,bulan_masuk,tahun_masuk,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,merk,negara_pembuat,keterangan
1441/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-25,2010-08-27,1367,PT. Nagamas Kreasi Mandiri,Telepon Selular,K-Fone / KF789 (GSM 900/1800 MHz),K-fone,China, 
1442/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-25,2010-08-27,1368,PT. Skybee,Telepon Selular,SKYBEE / 61FT (GSM/GSM 900/1800),SKYBEE,China, 
1443/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-25,2010-08-27,1372,PT. Citra Vantastikatama,Personal Digital Assistant (PDA),GETAC / Fully Rugged Handheld / PS535F,Getac,China, 
1444/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-25,2010-08-27,1374,"Nokia Indonesia, PT.",Bluetooth,Nokia / BH-217 / BH-217,Nokia,China, 
1445/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-27,2010-08-27,890,PT. MASTER KARYA NUSA,ELECTRONIC DATA CAPTURE,UNION STAR / UE-E510H / 01A,Union Star,China, 
1447/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-27,2010-08-27,1311,PT. Dowell Anadrill Schlumberger,GPS Satellite Receiver,Idirect / GP-320B / SID-GCA for FDT-AAA-1232,iDirect,Japan, 
1448/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-27,2010-08-27,1337,PT. Sianyu Perkasa Mandiri,Telepon Selular,BOLD / VIP3i,BOLD,China, 
1449/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-27,2010-08-27,1340,"Maju Express Indonesia, PT.",Telepon Selular,"Mito / 500 (GSM 900/1800/1900 MHz, CDMA 800 MHz)",Mito,China, 
1450/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-27,2010-08-27,1341,PT. Madya Utama Expresindo,Telepon Selular,GVON 890 / GVON 890 (GSM/GSM 900/1800 MHz),GVON 890,China, 
1451/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-27,2010-08-27,1369,Sony Ericsson Mobile Communications AB (SEAB),Telepon Selular,SONY ERICSSON MOBILE COMMUNICATIONS AB / Sony Ericsson Cedar J108i/Cedar/J108i,SONY ERICSSON MOBILE COMMUNICATIONS AB (SEAB),China, 
1452/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-27,2010-08-27,1370,PT. CSL Selular Indonesia,Telepon Selular,CSL / BLUEBERRY i6100 (GSM-GSM),CSL,China, 
1453/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-27,2010-08-27,1371,PT. CSL Selular Indonesia,Telepon Selular,CSL / BLUEBERRY 5700 (GSM-GSM),CSL,China, 
1454/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-27,2010-08-27,1376,"BALI INDO COMMUNICATION, PT.",Telepon Selular,VISIO / V 888,VISIO,China, 
1455/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-27,2010-08-27,1379,"Sony Indonesia, PT.",Wireless Controller (Bluetooth),SONY / PlayStation 3 / CECH-2506A,SONY,China, 
1456/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-27,2010-08-27,1380,"Duta Sarana Sukses, PT.",Telepon Selular,GSTAR / Q85,GSTAR,China, 
1457/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-27,2010-08-30,1272,"MLW Telecom, PT.",Modem Selular,SPEEDUP / Wireless Router / MW100,SPEEDUP,China, 
1458/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-27,2010-08-30,1375,"BALI INDO COMMUNICATION, PT.",Telepon Selular,VISIO / V 777,VISIO,China, 
1459/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-30,2010-08-31,1299,PT. Fpx Indonesia,Telepon Selular,eTOUCH / 519 PRO,eTouch,China, 
1460/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-30,2010-08-31,1319,"Cakrawala Multi Komunikasi Pusat Jakarta, PT.",Handy Talky,Vertex Standard / VX-231-EDOB-5 Freq. 134-174 MHz,Vertex Standard,China, 
1461/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-30,2010-08-31,1339,Lembaga Penyiaran Publik Radio Republik Indonesia,Pemancar Radio Siaran,ROHDE & SCHWARZ / R&S NR 8215E,Rohde & Schwarz,Germany, 
1462/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1363,"Cisco Systems Indonesia, PT.",Router+WLAN+Modem,Cisco Systems / Cisco SRP 500 Series Service Ready Platforms / SRP527W,Cisco Systems,China, 
1463/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1377,"NEC Indonesia, PT.",MICROWAVE RADIO LINK,NEC / Pasolink NEO/c dengan Kep.5E1/16E1 up to 80MBps 8 GHz,NEC,Japan, 
1464/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1378,"Metrotech Jaya Komunika Indonesia, PT.",Telepon Selular,NEXIAN / NX-A898,NEXIAN,China, 
1465/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1382,PT. Sansaine Exindo,Modem Selular,SANSAINE / MH890,SANSAINE,China, 
1466/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1383,"Aries Indo Global, PT.",Telepon Selular,CROSS / CB 85T,CROSS,China, 
1467/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1384,"Aries Indo Global, PT.",Telepon Selular,CROSS / CB 83AT,CROSS,China, 
1468/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1385,"Sakura Jaya Mandiri, PT.",Telepon Selular,TENOVA / D168 (GSM900/1800 MHz),TENOVA,China, 
1469/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1386,"Sakura Jaya Mandiri, PT.",Telepon Selular,TENOVA / D388 (GSM850/900/1800/1900 MHz),TENOVA,China, 
1470/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1392,PT. Sianyu Perkasa Mandiri,Telepon Selular,BOLD / EXE 238,BOLD,China, 
1471/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1394,"Sakura Jaya Mandiri, PT.",Telepon Selular,TENOVA / D588 (GSM900/1800 MHz),TENOVA,China, 
1472/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1396,PT. Mikro Teknologi Indonesia,Telepon Selular,PHILIPS / X 100,PHILIPS,China, 
1473/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1398,"STELLA SATINDO, PT.",Modulator,MATRIX / VM-550D,MATRIX,China, 
1474/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1400,"STELLA SATINDO, PT.",BOOSTER INDOOR,MATRIX / MH-935,MATRIX,China, 
1475/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1402,"STELLA SATINDO, PT.",BOOSTER INDOOR,MATRIX / HA-8640,MATRIX,China, 
1476/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1403,"STELLA SATINDO, PT.",FIXED MODULATOR,MATRIX / MW-963M,MATRIX,China, 
1477/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1404,"STELLA SATINDO, PT.",MODULATOR 8 IN 1,MATRIX / VM-550 E,MATRIX,China, 
1478/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1405,"STELLA SATINDO, PT.",Modulator,MATRIX / C 78 D,MATRIX,China, 
1479/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1408,PT. Skybee,Telepon Selular,"Iona / Tiger, GSM/GSM 900/1800",IONA,China, 
1480/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1409,PT. Skybee,Telepon Selular,SKYBEE / 5L1M,SKYBEE,China, 
1481/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1423,"Tiphone Mobile Indonesia, PT.",Telepon Selular,"TI-Phone / A85 (GSM 850/900 MHz, DCS 1800/1900 MHz)",Ti-Phone,China, 
1482/SPRHU/BBPPT/VIII/2010,Agustus,2010,2010-08-31,2010-08-31,1364,"Cisco Systems Indonesia, PT.",Router+WLAN,Cisco Systems / Cisco SRP 500 Series Service Ready Platforms / SRP521W,Cisco Systems,China, 
1588/SPRHU/BBPPT/IX/2010,September,2010,2010-09-24,2010-10-01,1476,"International Trading Co., CV.",Cordless MousePen,Genius / MousePen i608,Genius,China, 
1589/SPRHU/BBPPT/IX/2010,September,2010,2010-09-24,2010-10-04,1479,"International Trading Co., CV.",Cordless Tablet Mouse and Pen,Genius / G-Pen 4500,Genius,China, 
1590/SPRHU/BBPPT/IX/2010,September,2010,2010-09-24,2010-10-01,1480,"International Trading Co., CV.",Cordless MousePen,Genius / MousePen 8x6,Genius,China, 
1591/SPRHU/BBPPT/IX/2010,September,2010,2010-09-24,2010-10-01,1355,"Damai Sejati, PT.",Audio DoorPhone,COMMAX / DP-2HP,COMMAX,"Korea, Republic of", 
1592/SPRHU/BBPPT/IX/2010,September,2010,2010-09-24,2010-10-01,1356,"Damai Sejati, PT.",Video DoorPhone,COMMAX / CDV-35N,COMMAX,"Korea, Republic of", 
1593/SPRHU/BBPPT/IX/2010,September,2010,2010-09-24,2010-10-01,1358,"Damai Sejati, PT.",Video DoorPhone,COMMAX / CDV-35H,COMMAX,"Korea, Republic of", 
1594/SPRHU/BBPPT/IX/2010,September,2010,2010-09-24,2010-10-01,1360,"Damai Sejati, PT.",Video DoorPhone,COMMAX / CDV-50A,COMMAX,"Korea, Republic of", 
1595/SPRHU/BBPPT/IX/2010,September,2010,2010-09-24,2010-10-01,1361,"Damai Sejati, PT.",Video DoorPhone,COMMAX / CDV-50P,COMMAX,"Korea, Republic of", 
1596/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-01,1057,"Tiphone Mobile Indonesia, PT.",Telepon Selular,"TI-PHONE / JAMESS (GSM 900/1800/1900 MHz, GPRS/EDGE)",Ti-Phone,China, 
1597/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-01,1258,"Nexco Jaya, PT.",Telepon Selular,Skytech / W-98,Skytech,China, 
1598/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-01,1468,PT. Motorola Indonesia,Two Way Radio,"Motorola / GM3i88, (403 - 438MHz)",Motorola,Malaysia, 
1599/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-01,1472,PT. Megasindo Pratama,Telepon Selular,AIRTEC / 318,AIRTEC,China, 
1600/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-04,1473,PT. Megasindo Pratama,Telepon Selular,MASTER / M 899,MASTER,China, 
1601/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-01,1521,Motorola INC.,Bluetooth,Motorola / Symbol / Wireless Laser Scanner / CS3070,Motorola,China, 
1602/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-01,1525,PT. Haier Telecom Indonesia,Modem Selular,HAIER / CE610 (800 MHz),HAIER,China, 
1603/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-01,1545,"Tokai Rika Co., Ltd.",PESAWAT DAYA RENDAH,Tokai Rika / Immobilizer / RI-39GDH,Tokai Rika,Japan, 
1604/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-01,1547,PT. Solusi Periferal,Enterprise Digital Assistant,HONEYWELL / DOLPHIN 6500,Honeywell,China, 
1605/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-01,1481,PT. Sistech Kharisma,Telepon Selular,GARMIN-ASUS / PDA PHONE/ A10,GARMIN-ASUS,China, 
1606/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-01,1488,"Axindo Infotama, PT.",Telepon Selular,MOVI / M-201,MOVI,China, 
1607/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-01,1493,PT. Fpx Indonesia,Telepon Selular,eTOUCH / 686 PRO,eTouch,China, 
1608/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-04,1496,"LG Electronics Indonesia, PT.",Telepon Selular,LG / C320i,LG,China, 
1609/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-04,1497,PT. Pelangimas Indonesia,Telepon Selular,NOKIA / 2700c-2 CLASSIC/ RM-561,Nokia,India, 
1610/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-04,1431,"Nokia Siemens Networks, PT.",Flexi Base Station Controller,Nokia Siemens Networks / Flexi BSC,Nokia Siemens Networks,Finlandia, 
1611/SPRHU/BBPPT/IX/2010,September,2010,2010-09-27,2010-10-04,1474,PT. Megasindo Pratama,Telepon Selular,AIRTEC / 618,AIRTEC,China, 
1612/SPRHU/BBPPT/IX/2010,September,2010,2010-09-28,2010-10-01,1458,Motorola INC.,ENTERPRISE DIGITAL ASSISTANT (EDA),Motorola / MC659B,Motorola,China, 
1613/SPRHU/BBPPT/IX/2010,September,2010,2010-09-28,2010-10-01,1459,Motorola INC.,Enterprise Smartphone,Motorola / ES405B,Motorola,China, 
1614/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1393,PT. Trisha Jaya Elektrindo,Radio FM STL (Studio-to-Transmitter Link),OMB / MT/MR Platinum,OMB,Spain, 
1615/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1470,"Sony Indonesia, PT.",Wireless Controller (Bluetooth),SONY / PlayStation Move Navigation Controller / CECH-ZCS1H,SONY,China, 
1616/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1471,"Sony Indonesia, PT.",Wireless Controller (Bluetooth),SONY / PlayStation Move Navigation Controller / CECH-ZCM1H,SONY,China, 
1617/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1482,"Multiintegra, PT.",Radio Ground To Air 50W,JOTRON / TR7750 VHF Multimode Digital Radio,JOTRON,United States, 
1618/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1494,"Axindo Infotama, PT.",Telepon Selular,MOVI / M-505,MOVI,China, 
1619/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1498,PT. Pelangimas Indonesia,Telepon Selular,NOKIA / 5130c-2 EXPESS MUSIC/ RM-495,Nokia,India, 
1620/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1500,PT. Intersys,Telepon Selular,IVIO / IV GG-1280,IVIO,China, 
1621/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1504,"Nokia Indonesia, PT.",Telepon Selular,Nokia / X2-01/RM-709,Nokia,India, 
1622/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1517,PT. Central Cipta Kemakmuran,Wireless LAN,TP-LINK / WIRELESS LITE N USB ADAPTER/ TL-WN727N,TP-LINK,China, 
1623/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1518,PT. Central Cipta Kemakmuran,Modem Router,TP-LINK / 150 Mbps Wireless Lite N ADSL+Modem Router / TD-W8950ND,TP-LINK,China, 
1624/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1519,PT. Central Cipta Kemakmuran,Router,TP-LINK / 300 Mbps Wireless N Router / TL-WR940N,TP-LINK,China, 
1625/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1535,"Plantronics, Inc.",PESAWAT DAYA RENDAH,PLANTRONICS / SAVI W740A WIRELESS HEADSET SYSTEM,Plantronics,United States, 
1626/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1536,"Ruckus Wireless, Inc.",Multimedia WiFi Gateway,Ruckus Wireless / MF7211,Ruckus Wireless,Malaysia, 
1627/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1538,"Ruckus Wireless, Inc.",Wireless Access Point,"Ruckus Wireless / ZoneFlex 2741 802,11g Outdoor Access Point",Ruckus Wireless,Taiwan, 
1628/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1539,"Ruckus Wireless, Inc.",Wireless Access Point,"Ruckus Wireless / ZoneFlex 7343 802,11n Outdoor Access Point",Ruckus Wireless,China, 
1629/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1550,CV. DB Audio,Bluetooth,SWAN ICE / 2 DIN LCD MONITOR WITH DVD/B8060- 1DJ50-51,SWAN ICE,China, 
1630/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-07,1557,"Cisco Systems Indonesia, PT.",Router,Lynksys by Cisco / E1000 Advanced Wireless-N Router,LINKSYS by Cisco,China, 
1631/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1560,Sony Ericsson Mobile Communications AB (SEAB),Bluetooth,Sony Ericsson / Bluetooth Mono Voice Headset VH410,Sony Ericsson,China, 
1632/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1571,PT. Sinar Mentari Era Jaya,Wireless Mouse,APACER / M811,APACER,China, 
1633/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1572,PT. Sinar Mentari Era Jaya,Wireless Mouse,APACER / M821,APACER,China, 
1634/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1573,PT. Sinar Mentari Era Jaya,Wireless LAN,TP-LINK / 300 Mbps HIGH GAIN WIRELESS N USB ADAPTER/ TL-WN822N,TP-LINK,China, 
1635/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1604,"Jebsen & Jessen Communications Indonesia, PT.",IP Phone,AVAYA / 1608,Avaya,China, 
1636/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1605,"Jebsen & Jessen Communications Indonesia, PT.",IP Phone,AVAYA / 9630,Avaya,China, 
1637/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1522,PT. Pusara Indo Prima,Telepon Selular,REDBERRY / REDBERRY 8320,RedBerry,China, 
1638/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1523,"Aries Indo Global, PT.",Telepon Selular,CROSS / CB 95T,CROSS,China, 
1639/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1524,"Aries Indo Global, PT.",Telepon Selular,CROSS / CB 83T,CROSS,China, 
1640/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1584,"Wacom Co., Ltd.",Bluetooth,Wacom / Intuos4 Wireless Pen Tablet / PTK-540WL,Wacom,Japan, 
1641/SPRHU/BBPPT/IX/2010,September,2010,2010-09-30,2010-10-05,1603,"Jebsen & Jessen Communications Indonesia, PT.",IP Phone,AVAYA / 9620,Avaya,China, 
1642/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-01,2010-10-04,1495,"Maju Express Indonesia, PT.",Telepon Selular,MITO / 611,Mito,China, 
1643/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-01,2010-10-04,1508,Research In Motion Limited,Telepon Selular,Blackberry 9800 / Smartphone Wireless Handheld / RCY71UW,Blackberry 9800,Canada, 
1644/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-01,2010-10-04,1509,Research In Motion Limited,Telepon Selular,Blackberry 9800 / Smartphone Wireless Handheld / RCY71UW,Blackberry 9800,Hungary, 
1645/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-04,2010-10-05,1561,PT. Astrindo Starvision,Wireless Mouse,MICROSOFT / 1428,Microsoft,China, 
1646/SPRHU/BBPPT/IX/2010,September,2010,2010-10-04,2010-10-05,1353,"Damai Sejati, PT.",Intercom,COMMAX / WI-2B,COMMAX,"Korea, Republic of", 
1647/SPRHU/BBPPT/IX/2010,September,2010,2010-10-04,2010-10-05,1516,PT. Central Cipta Kemakmuran,Wireless Router,TP-LINK / WIRELESS AP CLIENT ROUTER/TL-WR743ND,TP-LINK,China, 
1648/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-05,2010-10-07,1546,PT. Radio Mitra Kawanua,Pemancar Radio Siaran,Crown Broadcast / Trasmitter / FM 2000A,Crown Broadcast,United States, 
1649/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-06,2010-10-07,1526,PT. Vagus Multi Technology,Telepon Selular,Lexus / L 26,Lexus,China, 
1650/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-06,2010-10-07,1528,"Aries Indo Global, PT.",Telepon Selular,CROSS / CB 99T,CROSS,China, 
1651/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-06,2010-10-07,1529,PT. Motorola Indonesia,Two Way Radio,"Motorola / GM3188, (403 - 438MHz) 40W",Motorola,Malaysia, 
1652/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-06,2010-10-07,1532,"BALI INDO COMMUNICATION, PT.",Telepon Selular,BLACKJELLY / BJ 168,BLACKJELLY,China, 
1653/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-06,2010-10-07,1533,"BALI INDO COMMUNICATION, PT.",Telepon Selular,ZUPER / Z3,ZUPER,China, 
1654/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-06,2010-10-07,1534,"BALI INDO COMMUNICATION, PT.",Telepon Selular,BLACKJELLY / BJ 688,BLACKJELLY,China, 
1655/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-06,2010-10-07,1537,"BALI INDO COMMUNICATION, PT.",Telepon Selular,BLACKJELLY / BJ 988,BLACKJELLY,China, 
1656/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-06,2010-10-07,1540,PT. Samart I-Mobile Indonesia,Telepon Selular,I-MOBILE / HITZ 181,I-Mobile,China, 
1657/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-06,2010-10-07,1542,PT. Samart I-Mobile Indonesia,Telepon Selular,I-MOBILE / HITZ 182,I-Mobile,China, 
1658/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-06,2010-10-07,1621,Ciena Corporation,Multiservice Optical Edge,CIENA/NORTEL / Optical Metro 3500,Ciena,Canada, 
1659/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-06,2010-10-07,1622,Ciena Corporation,Multiservice Optical Edge,CIENA/NORTEL / Optical Metro 4150,Ciena,Canada, 
1660/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-07,2010-10-08,1576,CV. Mirage Indonesia,Wireless Mouse,E-BLUE / SMARTE,E-Blue,China, 
1661/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1437,"Maju Express Indonesia, PT.",Telepon Selular,MITO / 322,Mito,China, 
1662/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1450,"BALI INDO COMMUNICATION, PT.",Telepon Selular,MICRON / MC 38,MICRON,China, 
1663/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1451,"BALI INDO COMMUNICATION, PT.",Telepon Selular,GT MOBILE / GT 08,IT MOBILE,China, 
1664/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1530,PT. Motorola Indonesia,Handy Talky,Motorola / GP338 136 - 174 MHz,Motorola,Malaysia, 
1665/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1531,PT. Motorola Indonesia,Handy Talky,Motorola / GP328 136 - 174 MHz,Motorola,Malaysia, 
1666/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1543,PT. Vagus Multi Technology,Telepon Selular,Lexus / L 73,Lexus,China, 
1667/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1549,PT. Citradata Purnakharisma,Two Way Radio,Motorola / CP1300 Freq. 403 - 438 MHz,Motorola,China, 
1668/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1551,PT. Bormindo Nusantara,Two Way Radio,ICOM / 144 MHz FM Transceiver IC-2100H,ICOM,Japan, 
1669/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1552,PT. Mikro Teknologi Indonesia,Telepon Selular,PHILIPS / X 501,PHILIPS,China, 
1670/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1553,PT. Mikro Teknologi Indonesia,Telepon Selular,TAXCO / M 2,TAXCO,China, 
1671/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1554,PT. Mikro Teknologi Indonesia,Telepon Selular,TAXCO / M 5,TAXCO,China, 
1672/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1562,PT. Bejana Nusa Agung,Telepon Selular,IT Mobile / V39 TV PHONE,IT MOBILE,China, 
1673/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1563,"Maju Express Indonesia, PT.",Telepon Selular,MITO / 855,Mito,China, 
1674/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1564,"Maju Express Indonesia, PT.",Telepon Selular,MITO / 833,Mito,China, 
1675/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1567,"Huawei Tech Investment, PT.",Telepon Selular,HUAWEI / C2611,HUAWEI,China, 
1676/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1585,"Multiintegra, PT.",Radio Frequency Identification Device (RFID) Scanner,Psion Teklogix / Vehicle Mount Terminal / 8515,Psion Teklogix,Canada, 
1677/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1593,Engenius Networks Singapore PTE LTD,Wireless Access Point/WDS/MESH,EnGenius / M36,EnGenius,Taiwan, 
1678/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1595,Engenius Networks Singapore PTE LTD,Wireless Access Point/WDS/Repeater,EnGenius / EAP9550,EnGenius,Taiwan, 
1680/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1659,PT. Sinar Mentari Era Jaya,Wireless Router,TP-LINK / 3G/3.7G Wireless Lite n Router / TL-MR3220,TP-LINK,China, 
1681/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1346,Broadcom Corporation,WLAN+BLUETOOTH,"BROADCOM / BROADCOM 802,11a/b/DRAFT 802,11n WLAN+BT PCI-E MINI CARD/ BCM943224PCIEBT2",Broadcom,China, 
1682/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1594,Engenius Networks Singapore PTE LTD,Wireless Indoor 3G Router,EnGenius / ETR9350,EnGenius,Taiwan, 
1683/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1616,"Apple South Pte, Ltd.",Personal Access Network (PAN),Apple / iPod touch / A1367,Apple,China, 
1684/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1618,PT. Sinar Mentari Era Jaya,Wireless LAN,TP-LINK / Day/Night Surveillance Camera / TL-SC3171G,TP-LINK,China, 
1685/SPRHU/BBPPT/X/2010,Oktober,2010,2010-10-08,2010-10-11,1619,Rosemount Inc.,Bluetooth,"Emerson / 2,4 GHz Wireless Field Communicator / 475 Field Communicator",Emerson,United States, 
