no,nomor_memo_dinas,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,negara_pembuat,keterangan
15,694/SPRHU/BBPPT/V/09,5-May-09,7-May-09,519,PT. Aprillia Professional Technology,Block Up Converter (BUC),"Belcom / mBLC-2-F, 2W BUC C-band",Israel,
16,695/SPRHU/BBPPT/V/09,5-May-09,7-May-09,522,PT. Dataglobal Komukatama,Wireless LAN,Allied Telesis / AT-WA7400,China,
17,696/SPRHU/BBPPT/V/09,5-May-09,7-May-09,560,Techno Solution,Razer Charging Dock,RAZER / RC30-001202,China,
18,697/SPRHU/BBPPT/V/09,5-May-09,7-May-09,562,Techno Solution,Razer Mamba Wireless Laser Gaming Mouse,RAZER / RC30-001201,China,
19,698/SPRHU/BBPPT/V/09,5-May-09,7-May-09,586,PT. Yobelindo Selular Indonesia,Wireless Modem,Wavecom / Fastrack Supreme 10,FRANCE,
20,699/SPRHU/BBPPT/V/09,5-May-09,7-May-09,594,PT. Lintas Sei Ladi,FM Tube Transmitter,Jupiter / JPT5000 3,Italy,
21,700/SPRHU/BBPPT/V/09,5-May-09,7-May-09,598,PT. Suryajaya Teknotama,"Mini Repeater 1818, 2G 1800 Repeater with output power 18 dBm @1 channel include PSU (Power SupplyU",Andrew / 7600606,China,
22,701/SPRHU/BBPPT/V/09,5-May-09,7-May-09,601,PT. Mark Empat Indonesia,Antenna Microwave,SAF Tehnika AS / TYWTG06-127D (13 GHz),China,
23,702/SPRHU/BBPPT/V/09,5-May-09,8-May-09,614,PT. Andalan Sekar Makmur,Routers,Cisco System / AS 5300 Universal Gateway,United States,
24,703/SPRHU/BBPPT/V/09,5-May-09,8-May-09,616,PT. Radio Swara Pesona Akarsari,Exiter,Pyramid / Pyramid 25,Italy,
25,704/SPRHU/BBPPT/V/09,5-May-09,8-May-09,659,PT. Teletama Artha Mandiri,Handphone,SAMSUNG / C3053 (GSM850/900/1800/1900 MHz),China,
26,805/SPRHU/BBPPT/V/09,5-May-09,8-May-09,660,PT. Konten Indomedia Pratama,Mobile Phone Dual SIM Card,IMO / B9000 (GSM 850/1900 or 900/1800 MHz),China,
27,706/SPRHU/BBPPT/V/09,5-May-09,8-May-09,662,PT. Sarindo Nusa Pratama,Handphone Dual Sim (GSM-GSM),D-ONE / DG-758 (GSM 800/1800 MHz),China,
28,707/SPRHU/BBPPT/V/09,5-May-09,8-May-09,664,CV. Tetap Jaya,Handphone,Maxis / TV200,China,
29,708/SPRHU/BBPPT/V/09,5-May-09,8-May-09,665,PT. Prima Mitratama Sejati,Yagi Antenna,COMBA / OYI-040V12K0,Hong Kong,
30,709/SPRHU/BBPPT/V/09,5-May-09,8-May-09,695,PT. Huawei Tech Investment,Base Station Antenna,TONGYU / TDJ-8017DME-65P,China,
31,710/SPRHU/BBPPT/V/09,6-May-09,7-May-09,109,PT. Motorola Indonesia,Base Station,"Motorola / MTS2, Freq. 380-400 MHz",Malaysia,
32,711/SPRHU/BBPPT/V/09,6-May-09,7-May-09,110,PT. Motorola Indonesia,Base Station,"Motorola / MTS4, Freq. 380-400 MHz",Malaysia,
33,712/SPRHU/BBPPT/V/09,6-May-09,7-May-09,493,PT. Solusi Periferal,Mobile Computer,Honeywell / Dolphin 7600,Taiwan,
34,713/SPRHU/BBPPT/V/09,6-May-09,7-May-09,506,PT. Infokom Internusa,Laser Transmitter,ALLOPTIC / EdgeVideo Transmitter,United States,
35,714/SPRHU/BBPPT/V/09,6-May-09,7-May-09,507,PT. Infokom Internusa,EDDA,ALLOPTIC / EdgeVideo EDFA,United States,
36,715/SPRHU/BBPPT/V/09,6-May-09,7-May-09,544,Buffalo Inc.,AirStation Wireless-N NFINITI HighPower Wireless Router & Access Point,Buffalo / WZR-HP-G300NH,China,
37,716/SPRHU/BBPPT/V/09,6-May-09,7-May-09,568,PT. Satnetcom,Mini PCI Radio Card,Ubiguiti Networks / ID:SWX-SR2,Taiwan,
38,717/SPRHU/BBPPT/V/09,6-May-09,7-May-09,573,PT. NEC Indonesia,Antenna,Andrew / VHLPX2/4/6/8-11 Frekuensi 11 GHz,CZECH REPUBLIC,
39,718/SPRHU/BBPPT/V/09,6-May-09,7-May-09,574,PT. NEC Indonesia,Antenna,Andrew / VHLPX2-13-2WH dengan Frekuensi 13 GHz,CZECH REPUBLIC,
40,719/SPRHU/BBPPT/V/09,6-May-09,7-May-09,576,PT. DB Elektronika Indonesia,Microwave Link,DB Elettronica Telecomunicazioni / MVL Series/7230 MHz,Italy,
41,720/SPRHU/BBPPT/V/09,6-May-09,7-May-09,588,PT. Ampnet Mega Pacific,G Wireless Router,BELKIN / F5D7234-4,China,
42,721/SPRHU/BBPPT/V/09,6-May-09,7-May-09,645,PT. Karsamudika Andalan Utama,Saveris Converter,TESTO / 05720158,Germany,
43,722/SPRHU/BBPPT/V/09,6-May-09,7-May-09,661,PT. Galaxy,Pemancar Radio FM Exciter,R.V.R. Elettronica / EMS,Italy,
44,723/SPRHU/BBPPT/V/09,6-May-09,8-May-09,285,PT. Motorola Indonesia,Repeater,Motorola / Quantar Freq. 403-433 MHz,United States,
45,724/SPRHU/BBPPT/V/09,6-May-09,8-May-09,503,PT. Aprillia Professional Technology,Block Up Converter (BUC),Mitec / WTX-596449-70-ES-50,Canada,
46,725/SPRHU/BBPPT/V/09,6-May-09,8-May-09,548,PT. Prima Daya Indotama,Satellite Receiver Digital,Goldsat / GSR 8300,China,
47,726/SPRHU/BBPPT/V/09,6-May-09,8-May-09,550,PT. Prima Daya Indotama,Satellite Receiver Digital,Goldsat / GSR 8100,China,
48,727/SPRHU/BBPPT/V/09,6-May-09,8-May-09,556,PT. Sinar Mentari Era Jaya,24 dBi 2.4 GHz Parabolic Antenna,TP-LINK / TL-ANT2424B,China,
49,728/SPRHU/BBPPT/V/09,6-May-09,8-May-09,587,PT. Ampnet Mega Pacific,G Wireless Modem Router,BELKIN / F5D7634-4,China,
50,729/SPRHU/BBPPT/V/09,6-May-09,8-May-09,589,PT. Ampnet Mega Pacific,N Wireless Router,BELKIN / F5D8236-4,China,
51,730/SPRHU/BBPPT/V/09,6-May-09,8-May-09,628,PT. ZTE Indonesia,Antenna BTS,Kathrein / Kathrein 800 10123,Germany,
52,731/SPRHU/BBPPT/V/09,6-May-09,8-May-09,629,PT. ZTE Indonesia,Antenna BTS,Kathrein / Kathrein 800 10213,Germany,
53,732/SPRHU/BBPPT/V09,7-May-09,8-May-09,667,PT. Golden Victory Indonesia,Telepon Seluler Dual SIM Card,MicXon / X8i,China,
54,733/SPRHU/BBPPT/V09,7-May-09,8-May-09,668,PT. Golden Victory Indonesia,Telepon Seluler,MicXon / S 168,China,
55,734/SPRHU/BBPPT/V09,7-May-09,8-May-09,669,PT. Golden Victory Indonesia,Telepon Seluler Dual SIM Card,MicXon / V2,China,
56,735/SPRHU/BBPPT/V09,7-May-09,8-May-09,675,PT. Triduta Mitra Sejahtera,Mobile Phone Dual Sim,CROSS / GG 79 (GSM900/1800 MHz),china,
57,736/SPRHU/BBPPT/V09,7-May-09,8-May-09,681,"PT. Maju Express Indonesia,",Ponsel Dual GSM 900/1800 MHz,MITO / 303,China,
58,737/SPRHU/BBPPT/V09,7-May-09,8-May-09,690,PT. Samsung Electronics Indonesia,Handphone,SAMSUNG / C3010S (GSM 900/1800 MHz),China,
59,738/SPRHU/BBPPT/V/09,7-May-09,8-May-09,549,PT. Prima Daya Indotama,Satellite Receiver Digital,Goldsat / GSR 8000,China,
60,739/SPRHU/BBPPT/V/09,7-May-09,8-May-09,706,PT. Galindra Multi Cipta,Video Conference,SONY / PCS-G50P,Japan,
61,740/SPRHU/BBPPT/V/09,8-May-09,11-May-09,400,PT. Boma Internusa,Professional FM Transceiver,STAR COM / SC-2000 (Frek. 136 - 174 MHz),China,
62,741/SPRHU/BBPPT/V/09,8-May-09,11-May-09,698,CV. Atlantik,Radio Transceiver /HT,WEIERWEI / VEV-V8,China,
63,742/SPRHU/BBPPT/V/09,8-May-09,11-May-09,726,PT. Modern Interasional Tbk.,Modul Fax,RICOH / Fax Option Type 5000,Japan,
64,743/SPRHU/BBPPT/V/09,8-May-09,11-May-09,727,PT. Modern Interasional Tbk.,Modul Fax,RICOH / Fax Option Type 3350,Japan,
65,744/SPRHU/BBPPT/V/09,8-May-09,11-May-09,497,PT. Radio Realitamedia Suara Purwokerto,SYNTHESIZED FM TRANSMITTER,STD / TF (S) - 30D,China,
66,745/SPRHU/BBPPT/V/09,8-May-09,11-May-09,508,PT. Sony Indonesia,Digital Media Player,"SONY, Walkman / NWZ-X1060",Malaysia,
67,746/SPRHU/BBPPT/V/09,8-May-09,11-May-09,701,PT. ZTE Indonesia,Antenna BTS,MOBI / MB3F-65-18DE10,China,
68,747/SPRHU/BBPPT/V/09,11-May-09,12-May-09,303,PT. Sumber Karunia Anugerah,Telephone,BLUESKY / TPB 60101 CF,China,
69,748/SPRHU/BBPPT/V/09,11-May-09,12-May-09,692,PT. Nexco Jaya,Handphone,D'fone / V200,China,
70,749/SPRHU/BBPPT/V/09,12-May-09,13-May-09,450,PT. Trubaindo Coal Mining,GPS Vehicle Tracking,WELL DONE / Bp-810,Thailand,
71,750/SPRHU/BBPPT/V/09,12-May-09,13-May-09,451,PT. Trubaindo Coal Mining,Wireless Base Station 2.4 GHz,WELL DONE / G-Z1,Thailand,
72,751/SPRHU/BBPPT/V/09,12-May-09,13-May-09,567,PT. Satnetcom,Wifi 802.11 Antenna,Mobile Mark / OD6-2400-MOD2,United States,
73,752/SPRHU/BBPPT/V/09,12-May-09,13-May-09,620,PT. AJN Solusindo,VSAT IP,SHIRON / InterSKY HUB Ultra,United States,
74,753/SPRHU/BBPPT/V/09,12-May-09,13-May-09,617,PT. AJN Solusindo,BUC,SHIRON / 2WATT C BAND BLOCK-UP CONVERTER,United States,
75,754/SPRHU/BBPPT/V/09,12-May-09,13-May-09,622,PT. AJN Solusindo,Modem,SHIRON / InterSKY iRG-S2 ACM,United States,
76,755/SPRHU/BBPPT/V/09,12-May-09,13-May-09,697,PT. Konten Indomedia Pratama,Mobile Phone Dual SIM Card,IMO / J 007(GSM900/1800 MHz),China,
77,756/SPRHU/BBPPT/V/09,13-May-09,13-May-09,563,PT. Nokia Indonesia,Telepon Selular,NOKIA / N97-1 / RM-505 (WCDMA 850/900/1800/1900 + WLAN),China,
78,757/SPRHU/BBPPT/V/09,13-May-09,13-May-09,571,PT. LG Electronics Indonesia,Mobile Phone,LG / KM900,China,
79,758/SPRHU/BBPPT/V/09,13-May-09,13-May-09,582,PT. Yobelindo Selular Indonesia,Wireless Modem,Promate / eGo5,China,
80,759/SPRHU/BBPPT/V/09,13-May-09,13-May-09,583,PT. Yobelindo Selular Indonesia,Wireless Modem,Promate / eGo3,China,
81,760/SPRHU/BBPPT/V/09,13-May-09,13-May-09,584,PT. Sistech Kharisma,PDA Phone,HTC / Touch Diamond 2,Taiwan,
82,761/SPRHU/BBPPT/V/09,13-May-09,13-May-09,609,PT. Nokia Indonesia,Telepon Selular,NOKIA / E52-1/ RM-469 (GSM850/900/1800/1900 WCDMA900/2100 HSDPA+WLAN),"Korea, Republic Of",
83,762/SPRHU/BBPPT/V/09,13-May-09,13-May-09,611,PT. Nokia Indonesia,Telepon Selular,NOKIA / E55-1/ RM-482 (GSM850/900/1800/1900 WCDMA900/2100 HSDPA+WLAN),"Korea, Republic Of",
84,763/SPRHU/BBPPT/V/09,13-May-09,13-May-09,612,PT. Nokia Indonesia,Telepon Selular,NOKIA / N86-1/RM-484 (HSDPA900/19000/2100+WLAN),China,
85,764/SPRHU/BBPPT/V/09,13-May-09,13-May-09,638,PT. Sistech Kharisma,PDA Phone,HTC / Touch Pro 2,Taiwan,
86,765/SPRHU/BBPPT/V/09,13-May-09,13-May-09,676,PT. Elevo Technologies Indonesia,"HSUPA 3,5G embended Module in Mini PCIE Card",BandRich Inc. / Bandluxe M250,China,
87,766/SPRHU/BBPPT/V/09,13-May-09,13-May-09,689,PT. Samsung Electronics Indonesia,Handphone,SAMSUNG / i8910 (GSM850/900/1800/1900 MHz/WCDMA 900/1900/2100 MHz),"Korea, Republic Of",
88,767/SPRHU/BBPPT/V/09,13-May-09,13-May-09,691,PT. Samsung Electronics Indonesia,Handphone,SAMSUNG / C6625 (GSM850/900/1800/1900 MHz/WCDMA 2100 MHz),"Korea, Republic Of",
89,768/SPRHU/BBPPT/V/09,13-May-09,14-May-09,570,PT. LG Electronics Indonesia,Mobile Phone,LG / GM200,China,
90,769/SPRHU/BBPPT/V/09,14-May-09,15-May-09,2200(2008),PT. Varindo Buana Abadi,Satellite Antenna,Suman / 4.5 meter,China,
91,770/SPRHU/BBPPT/V/09,14-May-09,15-May-09,618,PT. AJN Solusindo,LNB,ZINWELL / C-Band High Stability LNB / ZC-VD1,Taiwan,
92,771/SPRHU/BBPPT/V/09,14-May-09,15-May-09,647,Logitech Far East Ltd.,Bluetooth Mouse,Logitech / M-RCQ142,China,
93,772/SPRHU/BBPPT/V/09,14-May-09,15-May-09,677,PT. Elevo Technologies Indonesia,"Wireless LAN 802,11 b/g draft in mini PCI Express Card",AzureWave / AW-GE703H,China,
94,773/SPRHU/BBPPT/V/09,14-May-09,15-May-09,682,PT. iForte Solusi Infotek,Antenna VSAT,"VerTexRSI / 9,0M KPK",United States,
95,774/SPRHU/BBPPT/V/09,14-May-09,15-May-09,693,PT. Metrotech Jaya Komunika,Dual Mode Mobile Phone (GSM+CDMA),NEXIAN / NX-251 D,China,
96,775/SPRHU/BBPPT/V/09,14-May-09,15-May-09,699,PT. Zhou Internasional,Celullar Phone Dual On GSM+GSM,ASIAPHONE / AF 207,China,
97,776/SPRHU/BBPPT/V/09,14-May-09,15-May-09,700,PT. Meghantara Multimedia Solusindo,Handphone Dual GSM ON,ViTELL / V630,China,
98,777/SPRHU/BBPPT/V/09,14-May-09,15-May-09,710,PT. Philips Indonesia,Dect Phone (PP+FP),Philips / CD365,China,
99,778/SPRHU/BBPPT/V/09,14-May-09,15-May-09,711,PT. Philips Indonesia,Dect Phone (PP+FP),Philips / CD360,China,
100,779/SPRHU/BBPPT/V/09,14-May-09,15-May-09,607,Microsoft Corporation,Microsoft USB Dongle,Microsoft / 1384,China,
101,780/SPRHU/BBPPT/V/09,14-May-09,15-May-09,593,PT. Radio Suara Marga Semesta,Pemancar Siaran Radio FM,R.V.R. Elettronica / VJ5000 TR,Italy,
102,781/SPRHU/BBPPT/V/09,14-May-09,15-May-09,632,PT. Radio Suara Kartika,Transmitter / Pemancar,dB / KA-2500,Italy,
103,782/SPRHU/BBPPT/V/09,14-May-09,15-May-09,634,PT. Radio Suara Besuki Indah (SBI),Transmitter FM,R.V.R. Elettronica / VJ1000,Italy,
104,783/SPRHU/BBPPT/V/09,14-May-09,15-May-09,635,PT. Radio Swara Karimata Permai,Pemancar Radio Siaran FM,RVR / VJ 5000 TE,Italy,
105,784/SPRHU/BBPPT/V/09,14-May-09,15-May-09,637,PT. Indointernet,GATEWAY,CISCO / AS 5300,United States,
106,785/SPRHU/BBPPT/V/09,14-May-09,15-May-09,686,PT. Rajawali Citra Televisi Indonesia,Integrated Receiver Decoder,TANDBERG / Televison / TT1260,Canada,
107,786/SPRHU/BBPPT/V/09,14-May-09,18-May-09,687,PT. Rajawali Citra Televisi Indonesia,ENCODER,TANDBERG / Televison / E5740,Canada,
108,787/SPRHU/BBPPT/V/09,14-May-09,18-May-09,694,PT. Huawei Tech Investment,UMTS Mobilt Handset,Huawei / U3300,China,
109,788/SPRHU/BBPPT/V/09,14-May-09,18-May-09,703,PT. Sistech Kharisma,PDA Phone,HTC / Snap,Taiwan,
110,789/SPRHU/BBPPT/V/09,14-May-09,18-May-09,704,PT. Long River,Digital Mobile Phone,QZONE / Q811,China,
111,790/SPRHU/BBPPT/V/09,14-May-09,18-May-09,712,PT. Procell Indonesia,Telepon Selular GSM,Beyond / B 111 (SL-16),China,
112,791/SPRHU/BBPPT/V/09,14-May-09,18-May-09,716,CV. Kota Tombo Makmur,Handphone/Dual SIM Card GSM/GSM,B STAR / B138/GSM/GSM/Dual Band 900/1800 MHz,China,
113,792/SPRHU/BBPPT/V/09,14-May-09,18-May-09,717,CV. Kota Tombo Makmur,Handphone/Dual SIM Card GSM/GSM,B STAR / B118/GSM/GSM/Dual Band 900/1800 MHz,China,
114,793/SPRHU/BBPPT/V/09,14-May-09,18-May-09,633,PT. Radio Swara Fiska Ramatama,Pemancar Radio FM,Lokal (buatan sendiri) / FM 1000,Indonesia,
115,794/SPRHU/BBPPT/V/09,15-May-09,18-May-09,182,PT. Motorola Indonesia,Base Station,"Motorola / GTR8000, Freq. 700/800 MHz",United States,
116,795/SPRHU/BBPPT/V/09,15-May-09,18-May-09,204,PT. Motorola Indonesia,Base Station,"Motorola / MTS2 TETRA, 410-430 MHz",Germany,
117,796/SPRHU/BBPPT/V/09,15-May-09,18-May-09,205,PT. Motorola Indonesia,Base Station,"Motorola / MTS4 TETRA, 410-430 MHz",Germany,
118,797/SPRHU/BBPPT/V/09,15-May-09,18-May-09,312,PT. Dutakom Wibawa Putra,Wireless Access Point,Ubiquiti / BULLET2,United States,
119,798/SPRHU/BBPPT/V/09,15-May-09,18-May-09,641,PT. ZTE Indonesia,Antenna BTS,Andrew / UMWD-09016-XDH/R2DH,United States,
120,799/SPRHU/BBPPT/V/09,15-May-09,19-May-09,707,PT. Dynatama Internusa,Handphone,TITAN / V98/GSM/Dual Band/900/1800 MHz,China,
121,800/SPRHU/BBPPT/V/09,15-May-09,18-May-09,713,PT. Halilintar Lintas Semesta,Antenna Low Broadband Cross Polarized,Powerwave / 5483.00,United States,
122,801/SPRHU/BBPPT/V/09,15-May-09,18-May-09,719,PT. Huawei Tech Investment,Base Station Antenna,ARGUS / NPX414M-E2,China,
123,802/SPRHU/BBPPT/V/09,15-May-09,18-May-09,720,PT. Huawei Tech Investment,Base Station Antenna,ARGUS / CNPX410.14M-4P-E1,China,
124,803/SPRHU/BBPPT/V/09,15-May-09,18-May-09,636,PT. Halilintar Lintas Semesta,GSM Cell-Phone Repeater,HLS / Coverage AT601T,China,
125,804/SPRHU/BBPPT/V/09,18-May-09,19-May-09,666,PT. Prima Mitratama Sejati,Band Adjustable Pico Repeater,COMBA / SP-1820,Hong Kong,
126,805/SPRHU/BBPPT/V/09,18-May-09,19-May-09,678,PT. Tanso Putra Asia,Cable Modem/decoder tv,Motorola / SB 5100,China,
127,806/SPRHU/BBPPT/V/09,18-May-09,19-May-09,679,PT. Cisco Systems Indonesia,IP Phone,Cisco Systems / CP-7975G Unified IP Phone 7975G,United States,
128,807/SPRHU/BBPPT/V/09,18-May-09,20-May-09,688,PT. Abhimata Citra Abadi,GSM Repeater,Powercom / SCR-R320C-500/6.8M/R/ID,China,
129,808/SPRHU/BBPPT/V/09,18-May-09,19-May-09,756,PT. Jaya Lexcron Indonesia,Mouse Wireless,Lexcron / Lexcron 2.4 GHz Mouse Wireless,China,
130,809/SPRHU/BBPPT/V/09,18-May-09,19-May-09,763,PT. Autojaya Idetech,Client Bridge,Motorola Symbol / CB3000,China,
131,810/SPRHU/BBPPT/V/09,18-May-09,19-May-09,766,"Chicony Electronics CO., LTD.",Wireless Keyboard,Acer / KG-0917,China,
132,811/SPRHU/BBPPT/V/09,18-May-09,19-May-09,767,"Chicony Electronics CO., LTD.",Wireless Mouse,Acer / MG-0919,China,
133,812/SPRHU/BBPPT/V/09,18-May-09,19-May-09,613,PT. Nokia Indonesia,Telepon Selular,"NOKIA / 6710/RM-491(HSDPA/HSUPA, WCDMA900/19000/2100, GSM850/900/1800/1900)","Korea, Republic Of",
134,813/SPRHU/BBPPT/V/09,18-May-09,19-May-09,684,"Symbol Technologies, Inc.",Mobile Computer,Symbol / FR6070,China,
135,814/SPRHU/BBPPT/V/09,18-May-09,19-May-09,696,PT. Huawei Tech Investment,HSDPA USB Stick Modem,HUAWEI / E1550,China,
136,815/SPRHU/BBPPT/V/09,18-May-09,19-May-09,708,"Symbol Technologies, Inc.",Mobile Computer,Symbol / FR6076,China,
137,816/SPRHU/BBPPT/V/09,18-May-09,19-May-09,718,PT. Triduta Mitra Sejahtera,Mobile Phone Dual SIM,CROSS / V2 (GSM850/900/1800/1900 MHz),China,
138,817/SPRHU/BBPPT/V/09,18-May-09,20-May-09,721,PT. Long River,Digital Mobile Phone,QZONE / Q807,China,
139,818/SPRHU/BBPPT/V/09,18-May-09,20-May-09,722,PT. Long River,Digital Mobile Phone,QZONE / Q188,China,
140,819/SPRHU/BBPPT/V/09,18-May-09,20-May-09,731,Kenwood Corporation,CD Receiver with Bluetooth,KENWOOD / KDC-XBT8013U,Malaysia,
141,820/SPRHU/BBPPT/V/09,18-May-09,20-May-09,735,PT. Star Global Indonesia,Cross Polarised Single band Quad Pole Antenna,Aomyx /XXPUPU65-18-TVV,Thailand,
142,821/SPRHU/BBPPT/V/09,18-May-09,20-May-09,736,PT. Huawei Tech Investment,CDMA Mobile Handset,HUAWEI / C2808e,China,
143,822/SPRHU/BBPPT/V/09,18-May-09,20-May-09,768,"Chicony Electronics CO., LTD.",Dongle,Acer / RG-0918,China,
144,823/SPRHU/BBPPT/V/09,19-May-09,22-May-09,709,PT. Radio Duta Musik Serasi,Exiter Pemancar,R.V.R. Elettronica / TEX30-LCD S,Italy,
145,824/SPRHU/BBPPT/V/09,20-May-09,22-May-09,723,Broadcom Corporation,802.11g Wireless LAN + Bluetooth PCI-E Mini Card,Broadcom / BCM94312HMGB,China,
146,825/SPRHU/BBPPT/V/09,20-May-09,22-May-09,724,PT. Madya Utama Expresindo,Handphone,"GSTAR / GSTAR 688, Dualband Dualband (Dual SIM GSM-GSM900/1800 MHz)",China,
147,826/SPRHU/BBPPT/V/09,20-May-09,22-May-09,725,PT. Long River,TV Mobile Phone,QZONE / Q701,china,
148,827/SPRHU/BBPPT/V/09,20-May-09,22-May-09,729,Hewlett-Packard Singapore (Sales) Pte Ltd.,HP Wireless Mouse,hp / MORFDIUO,China,
149,828/SPRHU/BBPPT/V/09,20-May-09,22-May-09,728,Hewlett-Packard Singapore (Sales) Pte Ltd.,HP Wireless Dongle for Keyboard and Mouse,hp / MORFDIUO-D,China,
150,829/SPRHU/BBPPT/V/09,20-May-09,22-May-09,733,PT. Muse Indonesia,Handphone,MUSE / MUSE S-108,China,
151,830/SPRHU/BBPPT/V/09,20-May-09,22-May-09,730,Hewlett-Packard Singapore (Sales) Pte Ltd.,HP Wireless Keyboard,hp / KBRF1921,China,
152,831/SPRHU/BBPPT/V/09,25-May-09,26-May-09,750,PT. Aditech Matra,"9.0 Meter Cassegrein Atenna with Four Port Linearly Polarized Feed, Ku-Band","VerTexRSI / 9,0 KPK-9.0M Cassegrain Antenna",United States,
153,832/SPRHU/BBPPT/V/09,25-May-09,26-May-09,740,PT. Megasindo Pratama,Telepon Seluler,Sky Phone / 600,China,
154,833/SPRHU/BBPPT/V/09,25-May-09,26-May-09,741,PT. Megasindo Pratama,Telepon Seluler,Sky Phone / 688,China,
155,834/SPRHU/BBPPT/V/09,25-May-09,26-May-09,742,PT. Megasindo Pratama,Telepon Seluler,Sky Phone / 668,China,
156,835/SPRHU/BBPPT/V/09,25-May-09,26-May-09,745,PT. ZTE Indonesia,Handset GSM,ZTE / A316,China,
157,836/SPRHU/BBPPT/V/09,25-May-09,28-May-09,747,PT. Nokia Indonesia,Telepon Selular,"NOKIA / 6730c/RM-566 (GSM850/900/1800/1900 HSDPA/HSUPA, WCDMA900/2100+Bluetooth)",China,
158,837/SPRHU/BBPPT/V/09,25-May-09,26-May-09,753,PT. Aditech Matra,X-Band Synthesized Upconverter,VertexRSI / SCR8000AU-XXX,United States,
159,838/SPRHU/BBPPT/V/09,25-May-09,26-May-09,354,PT. Rajawali Citra Televisi Indonesia,UHF TV Transmitter,Eurotel / ETL-0570TA,Italy,
160,939/SPRHU/BBPPT/V/09,25-May-09,26-May-09,734,PT. Sistech Kharisma,PDA Phone,HTC / Magic,Taiwan,
161,840/SPRHU/BBPPT/V/09,27-May-09,27-May-09,643,PT. Transindo Infotek,Single Line Telephone,TRANSTEL / AK-77,United States,
162,841/SPRHU/BBPPT/V/09,27-May-09,27-May-09,744,GN Netcom A/S,Jabra OTE4,Jabra / OTE4,China,
163,842/SPRHU/BBPPT/V/09,27-May-09,27-May-09,746,PT. ZTE Indonesia,Handset,ZTE / F188,China,
164,843/SPRHU/BBPPT/V/09,27-May-09,27-May-09,748,PT. Naga Mas Kreasi Mandiri,CELULLAR PHONE,K-TOUCH / A662 (GSM900/1800 MHz),China,
165,844/SPRHU/BBPPT/V/09,27-May-09,27-May-09,749,PT. Naga Mas Kreasi Mandiri,CELULLAR PHONE,K-TOUCH / Q981 (GSM900/1800 MHz),China,
166,845/SPRHU/BBPPT/V/09,27-May-09,27-May-09,757,PT. Dwi Utama Perkasa,Telepon Selular GSM-GSM,MAXTRON / MG176,China,
167,846/SPRHU/BBPPT/V/09,27-May-09,27-May-09,758,"PUSKOPAD""A"" KOSTRAD (KOPERASI)",FWT,"SIMPLE COMM / G-FWT,-1",China,
168,847/SPRHU/BBPPT/V/09,27-May-09,27-May-09,765,PT. MLW Telecom,Wireless Device CDMA/3G,INVENTEC / KAYAK/USB,Taiwan,
169,848/SPRHU/BBPPT/V/09,27-May-09,27-May-09,799,PT. Haier Telecom Indonesia,Handphone CDMA,Haier / C8989 (800 MHz),China,
170,849/SPRHU/BBPPT/V/09,27-May-09,27-May-09,823,PT. Hewlett-Packard Indonesia,HP Wireless Dongle,hp / MORFIUO-27M-D,China,
171,850/SPRHU/BBPPT/V/09,27-May-09,27-May-09,818,PT. Haier Telecom Indonesia,Modem CDMA 2000 1X,Haier / CM300 (450 MHz),China,
172,851/SPRHU/BBPPT/V/09,27-May-09,27-May-09,825,PT. Hewlett-Packard Indonesia,HP Wireless Mouse,hp / MORFIUO-27M,China,
173,852/SPRHU/BBPPT/V/09,27-May-09,27-May-09,715,PT. MLW Telecom,Data Card HSUPA,BANDLUXE / C270/USB,Taiwan,
174,853/SPRHU/BBPPT/V/09,27-May-09,28-May-09,606,PT. Samsung Electronics Indonesia,Base Transceiver Station,Samsung / SCS-25T3N1,"Korea, Republic Of",
175,854/SPRHU/BBPPT/V/09,27-May-09,28-May-09,615,PT. Motorola Indonesia,Radio Portable Trunking,NOKIA / H70 (Frek 400-430 Mhz),Finland,
176,855/SPRHU/BBPPT/V/09,27-May-09,28-May-09,732,Ralink Technology Corporation,11/b/g/n 2T2R WLAN Mini Card,Ralink / RT3092,Taiwan,
177,856/SPRHU/BBPPT/V/09,27-May-09,28-May-09,764,PT. Autojaya Idetech,Laser Scanner,Motorola Symbol / LS3578,Mexico,
178,857/SPRHU/BBPPT/V/09,27-May-09,28-May-09,779,PT. Hewlett-Packard Indonesia,HP Wireless Mouse,hp / RM809A,China,
179,858/SPRHU/BBPPT/V/09,27-May-09,28-May-09,780,PT. Hewlett-Packard Indonesia,HP WIRELESS DONGLE,HP / RX809A,China,
180,859/SPRHU/BBPPT/V/09,27-May-09,28-May-09,785,PT. Transavia Utama,Navtex Receiver (518 KHz & 490 KHz),SAMYUNG / SNX-300,"Korea, Republic Of",
181,860/SPRHU/BBPPT/V/09,27-May-09,28-May-09,786,PT. Transavia Utama,Terminal Very High Frequency (Freq. 156.025 - 162.025 MHz),SAMYUNG / SI-30,"Korea, Republic Of",
182,861/SPRHU/BBPPT/V/09,27-May-09,28-May-09,794,CV. Ridista,Bluetooth USB Adapter,MDISK / Transparant MD-307,China,
183,862/SPRHU/BBPPT/V/09,27-May-09,28-May-09,795,CV. Ridista,Bluetooth USB Dongle,MDISK / Mini MD-306,China,
